N,P,K,temperature,humidity,ph,rainfall,label
1.3397,-0.4052,-0.5559,-0.6251,0.2145,1.244,-0.3024,cotton
1.9629,-0.102,-0.6349,-0.5071,0.1822,0.0369,-0.5971,cotton
1.5294,-0.5265,-0.5362,-0.0639,0.188,-0.3415,-0.7429,cotton
1.8274,-0.102,-0.5757,-0.5255,0.4877,-0.1404,-0.673,cotton
1.421,-0.0716,-0.5559,-0.5559,0.569,0.7459,-0.2152,cotton
2.2338,0.1103,-0.5757,-0.4097,0.2022,1.9095,-0.352,cotton
2.1255,-0.1929,-0.5559,-0.2378,0.4188,-0.2424,-0.0884,cotton
1.7732,-0.0413,-0.5757,-0.5281,0.1748,-0.4587,-0.6622,cotton
1.719,-0.4052,-0.4967,-0.0157,0.4338,0.3677,-0.1463,cotton
2.1796,0.2013,-0.6152,-0.0585,0.4633,1.235,-0.364,cotton
1.5294,-0.3142,-0.5954,-0.63,0.4516,0.3562,-0.6901,cotton
1.9629,-0.2839,-0.5362,0.0334,0.1583,1.5142,-0.2196,cotton
1.6649,-0.1323,-0.4572,0.0145,0.2886,0.0008,-0.6783,cotton
1.8545,-0.2839,-0.6546,-0.6855,0.5112,0.8045,-0.7791,cotton
2.1525,0.1709,-0.5757,-0.1073,0.4951,0.0658,-0.1811,cotton
2.0713,-0.011,-0.4769,-0.6718,0.211,-0.4414,-0.6016,cotton
2.2609,-0.0413,-0.5954,-0.3263,0.2296,1.9711,-0.4974,cotton
1.5836,-0.5265,-0.5954,-0.0426,0.2269,1.3638,-0.7453,cotton
1.3397,-0.1626,-0.6152,-0.3626,0.5192,1.7556,-0.677,cotton
2.2067,-0.0413,-0.5757,-0.2869,0.2364,-0.0424,-0.7556,cotton
1.3939,-0.4962,-0.4572,-0.0596,0.2891,-0.7257,-0.5575,cotton
1.6378,-0.4355,-0.5164,-0.5951,0.3985,-0.4322,-0.271,cotton
1.8003,-0.0716,-0.6546,-0.5259,0.325,-0.5492,-0.0675,cotton
2.3151,-0.5265,-0.4769,-0.5673,0.4012,1.4583,-0.2437,cotton
2.2609,0.08,-0.5954,-0.3571,0.5588,0.2866,-0.5913,cotton
1.6649,0.0193,-0.6546,-0.0304,0.4531,-0.3799,-0.4837,cotton
1.4752,0.08,-0.6546,0.0694,0.4716,1.0376,-0.5337,cotton
2.4235,-0.2536,-0.6546,-0.0169,0.3848,-0.8639,-0.074,cotton
2.0442,-0.2233,-0.4572,-0.2326,0.459,0.3722,-0.7765,cotton
1.5023,-0.1323,-0.4769,-0.5091,0.2241,0.6642,-0.2332,cotton
1.9087,-0.011,-0.5757,-0.4154,0.2356,1.9482,-0.425,cotton
1.5565,0.2013,-0.6152,-0.5646,0.237,0.1156,-0.1037,cotton
1.7732,0.08,-0.6152,-0.1785,0.2807,1.951,-0.3315,cotton
1.3397,-0.0413,-0.5757,-0.426,0.4927,1.8533,-0.1813,cotton
2.1255,-0.3142,-0.6349,-0.013,0.2861,0.3394,-0.4528,cotton
1.8274,-0.2839,-0.4967,-0.6976,0.5098,0.2872,-0.6625,cotton
1.8003,-0.3142,-0.4572,-0.1832,0.3158,1.771,-0.6216,cotton
2.0442,-0.4962,-0.5362,0.0462,0.57,0.1874,-0.481,cotton
1.8816,-0.1626,-0.6349,-0.6233,0.1765,1.2762,-0.5753,cotton
1.3939,-0.2536,-0.6349,-0.3871,0.2715,1.0659,-0.5199,cotton
2.1796,0.08,-0.5559,-0.7127,0.4653,1.6713,-0.2043,cotton
1.719,-0.4052,-0.6152,-0.2548,0.3887,-0.1371,-0.619,cotton
1.3668,-0.4962,-0.5954,-0.5319,0.5034,1.5094,-0.1919,cotton
1.5023,-0.2233,-0.5559,-0.4302,0.3213,-0.3474,-0.4061,cotton
1.692,-0.4658,-0.5559,-0.6931,0.319,-0.1354,-0.5191,cotton
1.3939,-0.011,-0.5362,-0.5092,0.2079,0.5741,-0.2178,cotton
1.6107,-0.4355,-0.5954,-0.211,0.1759,1.6759,-0.7204,cotton
1.5294,0.1406,-0.6546,-0.3709,0.1929,1.4043,-0.4882,cotton
1.8816,0.2013,-0.6546,-0.6514,0.5562,1.0583,-0.6935,cotton
1.0417,-0.1929,-0.2004,-0.0181,0.0344,-0.6035,0.8813,jute
0.256,-0.4962,-0.1807,0.1926,0.5148,-0.5635,1.0516,jute
0.3373,-0.3749,-0.0622,-0.0629,0.6921,0.8432,1.6955,jute
0.9604,-0.4052,-0.1807,0.0207,0.7495,-0.3386,1.313,jute
1.2314,-0.3749,-0.1609,-0.4014,0.0235,-0.4904,1.5827,jute
1.3397,-0.5568,-0.2399,-0.0604,0.0239,-0.1587,1.5851,jute
0.3373,-0.4962,-0.1017,-0.4342,0.6112,0.2488,1.4975,jute
0.5269,-0.3142,-0.1609,-0.249,0.7782,-0.3782,1.1949,jute
0.4456,0.0496,-0.0819,0.1319,0.1646,1.0111,1.4342,jute
0.6353,-0.4052,-0.1609,-0.0944,0.5229,-0.1076,1.1989,jute
1.0417,-0.011,-0.0819,-0.1441,0.0196,1.0989,0.8515,jute
0.6353,-0.2233,-0.0622,0.0279,0.7586,-0.5744,1.5645,jute
1.0417,-0.3749,-0.2004,-0.4914,0.1438,-0.1612,1.754,jute
0.256,0.0496,-0.1609,-0.1227,0.7851,0.7215,0.8741,jute
0.4456,-0.3142,-0.2004,-0.079,-0.0269,1.0725,1.6817,jute
0.5269,-0.4658,-0.2597,-0.2408,0.3498,0.7038,1.1067,jute
0.6353,-0.1323,-0.2004,-0.4547,-0.0014,1.3163,1.1108,jute
1.0688,-0.4052,-0.1807,0.0218,0.4663,0.2029,1.6107,jute
0.852,-0.5568,-0.0819,0.2667,0.3023,-0.2979,1.208,jute
0.6082,-0.2536,-0.2202,-0.3776,0.1418,0.3531,1.4162,jute
0.9333,-0.011,-0.2004,-0.1413,0.106,0.1532,0.9179,jute
0.825,0.08,-0.2399,-0.4385,0.0505,0.8118,1.2981,jute
0.9062,0.0496,-0.2004,0.2486,0.3731,0.6297,1.2674,jute
0.7979,-0.2536,-0.1214,-0.4886,0.1579,1.1773,0.8816,jute
0.6895,0.0193,-0.0622,-0.261,0.2762,-0.3785,1.4836,jute
0.6895,0.08,-0.1807,-0.2413,0.8271,0.1055,1.7046,jute
0.825,-0.4052,-0.0622,0.029,0.4169,-0.054,1.293,jute
0.6895,-0.2839,-0.0622,-0.0253,0.5841,0.3508,1.1888,jute
0.4998,-0.1929,-0.1609,-0.0484,0.2138,-0.4386,1.4626,jute
0.852,-0.4052,-0.0622,0.1179,0.4593,0.2561,1.3952,jute
0.4998,0.1103,-0.2597,-0.2585,0.3173,-0.3653,1.5064,jute
0.825,-0.5265,-0.2004,-0.3656,0.7413,-0.174,0.8527,jute
0.4456,0.2013,-0.2004,-0.1615,0.3167,0.8952,1.0705,jute
0.5811,-0.0716,-0.1609,-0.4759,0.1176,1.2314,1.7474,jute
0.3915,-0.4355,-0.0622,-0.3848,-0.0266,0.3858,1.4742,jute
0.7437,-0.102,-0.1017,-0.0972,0.6399,-0.1564,1.0212,jute
0.7166,-0.0413,-0.1412,-0.3408,0.5383,-0.481,1.1695,jute
1.0417,-0.0413,-0.1214,-0.4981,0.4479,-0.4241,1.6961,jute
0.3102,-0.1323,-0.2202,-0.2763,0.5109,1.305,1.1406,jute
1.0688,-0.1626,-0.0622,-0.3065,-0.0076,0.0513,0.9132,jute
0.4185,-0.1929,-0.2399,-0.1505,0.1329,0.1332,1.3124,jute
0.7979,-0.0413,-0.1807,0.1586,0.2415,0.8998,1.7062,jute
1.0417,-0.0413,-0.0622,-0.1428,0.2485,0.9538,1.6927,jute
0.7166,-0.0716,-0.0819,-0.4662,0.5041,0.8463,1.1421,jute
1.1772,-0.4962,-0.1412,-0.1684,0.6999,-0.0077,1.3777,jute
0.6624,-0.3749,-0.2597,-0.1276,0.321,0.5006,1.1498,jute
0.256,0.0496,-0.2399,0.1011,0.4048,0.8567,0.8585,jute
0.3102,0.08,-0.2597,0.0715,0.4572,-0.3026,1.0899,jute
0.9062,-0.4052,-0.1214,0.1317,0.0843,0.3034,1.5147,jute
1.3397,0.08,-0.1609,0.1527,0.5315,1.2456,1.3229,jute
0.6624,0.08,-0.0819,-0.0675,0.1017,-0.4653,1.1753,jute
0.7437,-0.2233,-0.1214,-0.498,0.3135,0.8089,0.945,jute
0.852,-0.1626,-0.2399,0.035,0.4622,-0.1517,1.6339,jute
1.3397,0.1406,-0.1412,-0.4824,0.7368,0.2446,1.0403,jute
1.0146,-0.102,-0.1609,0.0031,0.3805,0.7526,1.434,jute
0.4456,-0.3749,-0.1609,0.0459,0.7339,1.1162,0.8946,jute
0.5811,-0.3446,-0.1017,0.1879,0.4233,-0.1508,1.4164,jute
1.0417,-0.4052,-0.1017,0.1243,0.0669,0.846,1.5744,jute
1.0417,0.1103,-0.1017,0.2566,0.0771,0.6841,1.3424,jute
0.2831,-0.3749,-0.0819,-0.2462,0.4776,0.0884,1.0275,jute
0.7708,-0.2536,-0.1017,0.0203,0.3447,0.9067,1.5235,jute
0.9062,-0.4052,-0.1017,-0.1194,0.757,0.9806,1.2003,jute
1.2855,-0.3142,-0.2597,-0.0412,0.2228,1.0991,1.5501,jute
0.6624,-0.5265,-0.0819,-0.4613,0.1255,0.1859,0.9151,jute
1.0417,0.1406,-0.2597,-0.3219,0.4766,-0.4816,1.1574,jute
1.0959,-0.3749,-0.2202,-0.2233,0.5267,-0.4354,1.6156,jute
0.7166,-0.1626,-0.2399,0.0495,0.5669,1.151,0.935,jute
0.4185,0.1406,-0.2597,-0.4053,0.3586,1.1013,1.4887,jute
0.3102,0.1709,-0.1412,-0.2748,0.1533,0.912,1.6203,jute
0.852,-0.5568,-0.2597,-0.0242,0.6959,1.0722,1.3297,jute
0.2831,-0.3749,-0.2597,-0.1273,0.3591,0.4827,1.6797,jute
1.3126,0.1103,-0.2004,-0.16,0.4767,-0.1463,0.9627,jute
0.5269,-0.3446,-0.1017,-0.4836,0.233,0.0502,0.9766,jute
1.0688,0.1709,-0.2597,-0.2696,0.8259,0.8126,1.3051,jute
0.6082,-0.3142,-0.1214,0.1911,0.2932,-0.2052,0.9347,jute
0.4456,-0.2233,-0.0819,0.2387,0.302,0.8063,0.9183,jute
0.9062,-0.4962,-0.1214,-0.0236,0.4337,0.2864,1.2096,jute
0.5811,-0.3749,-0.2399,-0.2997,0.4084,-0.3641,1.3358,jute
0.554,0.08,-0.2202,-0.4795,0.6616,0.0285,1.322,jute
0.3644,-0.011,-0.2004,0.1239,0.3158,0.4987,1.4549,jute
0.3915,0.0193,-0.1807,-0.3685,-0.015,0.8466,1.0306,jute
0.256,0.1406,-0.2202,0.1032,0.3431,-0.5198,1.238,jute
0.9604,-0.4355,-0.1017,0.1046,-0.011,-0.0484,1.6314,jute
1.0688,-0.102,-0.0819,0.2568,0.0901,-0.2792,1.2377,jute
1.0959,-0.4658,-0.2399,0.1792,0.2557,1.057,0.9899,jute
0.9875,-0.1626,-0.2004,-0.3556,0.4249,0.8948,1.5806,jute
0.5811,-0.3749,-0.2399,0.1762,0.6901,-0.5216,0.9012,jute
0.554,0.0193,-0.2597,0.2021,-0.0236,1.0877,1.7448,jute
0.852,-0.2233,-0.1412,-0.4526,0.3735,0.145,1.526,jute
0.554,-0.0413,-0.1017,0.1697,0.1114,0.3403,1.3975,jute
0.7979,-0.3142,-0.1017,-0.3612,0.1297,-0.5879,1.2591,jute
0.7166,0.0496,-0.1017,-0.0231,0.203,0.2508,1.6425,jute
1.2043,0.1103,-0.1412,-0.4675,0.0976,-0.0451,1.4797,jute
0.3373,-0.1929,-0.2597,0.2705,0.7895,1.2449,1.6455,jute
1.1501,-0.3142,-0.2004,-0.3953,0.6587,0.6693,0.8512,jute
0.9875,-0.2839,-0.1017,-0.344,0.6879,0.3221,1.3477,jute
1.0146,-0.0413,-0.1807,-0.3333,0.7453,0.5308,0.9318,jute
1.0688,-0.4355,-0.2202,-0.1584,0.4585,0.5061,1.5893,jute
1.0688,-0.4355,-0.1017,-0.2309,0.4854,0.3875,1.5926,jute
0.9062,-0.4658,-0.1017,0.1892,0.105,1.0237,1.0166,jute
1.0959,-0.9813,-0.4374,0.1417,-0.6342,1.0234,1.6051,coffee
1.5294,-0.9813,-0.4374,0.1653,-0.726,0.9894,0.7502,coffee
0.8791,-0.4658,-0.2597,0.0182,-0.8354,0.9301,0.6055,coffee
1.5565,-0.8904,-0.3387,-0.2939,-0.6874,-0.0486,0.7974,coffee
1.7732,-0.7691,-0.2794,-0.4291,-0.4981,-0.0598,0.3412,coffee
1.7732,-0.9207,-0.4572,-0.4353,-0.8631,0.5173,0.6534,coffee
1.5836,-0.6781,-0.4177,-0.505,-0.9468,0.6518,1.1108,coffee
1.0417,-0.86,-0.2794,-0.5012,-0.3515,0.9245,0.4807,coffee
1.8274,-1.0723,-0.3189,0.4016,-0.9152,-0.1521,0.3526,coffee
1.6378,-0.6478,-0.2794,-0.0294,-0.0957,-0.1001,1.236,coffee
0.9062,-0.5265,-0.3979,0.221,-0.7157,-0.4518,0.6764,coffee
0.9333,-0.6175,-0.4572,0.1169,-0.8523,0.5704,1.5585,coffee
1.3126,-1.1633,-0.4177,0.2817,-0.6381,0.0409,1.1325,coffee
0.825,-0.7084,-0.3387,-0.1907,-0.878,0.7213,0.5765,coffee
1.2043,-0.4355,-0.3782,0.3428,-0.6958,0.859,0.8284,coffee
0.825,-0.5871,-0.3584,-0.0866,-0.4142,0.2304,0.5742,coffee
0.7979,-1.1633,-0.3979,-0.4942,-0.1564,0.3021,1.0634,coffee
1.4481,-1.0117,-0.4374,0.3183,-0.8324,1.323,1.3152,coffee
1.5836,-0.7387,-0.3979,-0.4648,-0.4927,0.3298,1.6509,coffee
1.3397,-0.6478,-0.4374,-0.0754,-0.6267,-0.5505,0.3779,coffee
1.3397,-0.8904,-0.3979,-0.0041,-0.6179,0.817,1.68,coffee
0.8791,-0.9813,-0.3979,-0.0096,-0.4937,1.2891,1.579,coffee
1.8816,-0.9207,-0.3979,0.0113,-0.9071,0.5277,1.6891,coffee
1.4481,-0.8297,-0.3584,-0.2388,-0.3965,-0.0756,0.8232,coffee
1.5565,-0.6175,-0.3387,-0.3799,-0.2121,1.1946,0.7497,coffee
1.0959,-0.86,-0.4374,-0.2137,-0.2015,1.3091,1.4021,coffee
0.9604,-0.8297,-0.4177,0.2993,-0.8351,-0.5018,1.6191,coffee
1.2855,-1.0723,-0.4177,0.3841,-0.1343,0.0605,1.1643,coffee
1.6378,-0.7994,-0.3387,-0.3996,-0.7281,-0.5507,1.6004,coffee
0.9062,-0.4355,-0.2597,-0.4818,-0.869,0.6332,0.252,coffee
1.2855,-0.7994,-0.4177,-0.1782,-0.9071,0.9934,1.7141,coffee
1.8274,-0.9813,-0.2794,-0.2431,-0.3035,0.9884,0.2943,coffee
1.421,-0.7994,-0.3387,0.3049,-0.8936,0.287,0.4133,coffee
0.852,-0.8904,-0.2992,0.1816,-0.197,0.4396,0.3128,coffee
0.9604,-0.6781,-0.2597,0.2757,-0.4814,0.021,1.6013,coffee
1.0146,-0.5568,-0.2597,0.3838,-0.5851,0.4071,0.2634,coffee
0.9062,-0.7994,-0.3782,-0.453,-0.8302,0.9016,1.1794,coffee
1.8816,-0.4052,-0.2992,-0.2721,-0.7718,0.342,0.2128,coffee
1.5023,-0.4052,-0.3584,-0.4326,-0.3313,0.4013,0.3498,coffee
1.692,-0.9813,-0.2992,0.0802,-0.703,1.0442,1.3366,coffee
1.8003,-0.5871,-0.4572,-0.1536,-0.661,0.9605,0.3813,coffee
0.7979,-0.7084,-0.4572,0.1234,-0.2623,1.3154,0.8174,coffee
1.0146,-0.9813,-0.4177,-0.2343,-0.2452,0.9844,1.4227,coffee
1.692,-0.6175,-0.2794,0.0765,-0.4195,0.1168,0.9102,coffee
0.9875,-0.9207,-0.3979,0.12,-0.414,0.6593,1.6431,coffee
1.692,-1.1633,-0.3782,0.2923,-0.3562,0.4003,1.5794,coffee
1.2855,-0.7387,-0.3584,0.0047,-0.4694,-0.325,1.7474,coffee
1.2585,-0.7387,-0.4177,0.4206,-0.7688,0.9507,0.6624,coffee
0.9333,-0.5568,-0.3189,0.125,-0.7725,0.497,0.5396,coffee
0.852,-0.7387,-0.2597,0.2089,-0.8644,-0.2877,0.959,coffee
1.421,-0.6175,-0.4572,0.2935,-0.7068,0.5707,0.6559,coffee
1.6649,-1.1026,-0.3979,0.3977,-0.4592,0.398,1.696,coffee
1.3126,-1.042,-0.2992,0.3793,-0.7172,-0.253,0.4946,coffee
1.8816,-1.0117,-0.2794,-0.4043,-0.9398,0.5643,0.4899,coffee
1.719,-0.7994,-0.3979,-0.1228,-0.6087,0.896,1.6272,coffee
1.3397,-0.4052,-0.2597,0.3848,-0.7669,0.6285,1.3532,coffee
1.5565,-0.5568,-0.4572,-0.3229,-0.466,0.6494,1.0568,coffee
1.7461,-0.6781,-0.3584,-0.2739,-0.1844,0.4801,0.3448,coffee
0.9875,-0.7691,-0.3584,-0.0029,-0.1267,0.0868,1.1898,coffee
0.852,-0.8904,-0.4374,-0.2575,-0.8046,-0.4912,1.4732,coffee
1.1772,-0.8297,-0.4177,0.1482,-0.8637,1.2756,1.3441,coffee
0.9875,-0.7691,-0.2597,0.1865,-0.6433,0.3744,0.8845,coffee
1.8274,-0.4052,-0.2597,0.145,-0.5829,1.2804,0.3293,coffee
0.9875,-0.4658,-0.3782,-0.0814,-0.6109,0.2367,0.9588,coffee
1.123,-0.4052,-0.3584,-0.4462,-0.732,-0.5728,1.2418,coffee
1.2585,-0.951,-0.4374,-0.3971,-0.5298,-0.5109,1.4868,coffee
1.3126,-0.4052,-0.3189,-0.2828,-0.0689,0.7445,1.0885,coffee
1.0417,-0.7691,-0.2992,0.1635,-0.7926,0.6769,1.3087,coffee
1.6649,-0.4355,-0.3782,0.1005,-0.3642,0.3322,0.807,coffee
1.6378,-0.7691,-0.4374,0.4261,-0.3146,0.6047,1.6243,coffee
1.719,-1.0117,-0.4374,-0.0118,-0.3958,1.0463,1.6402,coffee
1.8003,-0.8297,-0.3584,0.4558,-0.1578,0.7888,0.2142,coffee
1.6378,-0.7387,-0.3387,0.0876,-0.8613,-0.4306,1.0534,coffee
1.8545,-0.7084,-0.3979,0.1465,-0.3103,0.0462,1.095,coffee
1.7732,-0.4052,-0.2992,-0.1388,-0.7785,0.74,0.4747,coffee
1.2043,-0.4962,-0.2597,0.3352,-0.1374,-0.1566,1.6191,coffee
0.9604,-0.4052,-0.2992,0.1032,-0.8634,1.2444,0.5977,coffee
1.8003,-0.4962,-0.3189,-0.4957,-0.1985,0.4112,1.0758,coffee
1.4752,-1.0723,-0.2597,-0.4128,-0.1366,0.354,1.2452,coffee
1.5836,-0.9207,-0.4572,-0.0986,-0.1348,0.6951,1.6637,coffee
0.7979,-1.0723,-0.3387,-0.3134,-0.5676,1.0773,0.5681,coffee
1.3668,-0.6781,-0.4374,0.2158,-0.0795,0.5063,1.0082,coffee
1.421,-0.6175,-0.2992,0.2175,-0.9426,0.8555,0.4248,coffee
1.1501,-0.8297,-0.4177,-0.2022,-0.6745,1.0581,0.6232,coffee
1.4481,-0.5568,-0.3979,0.3741,-0.9351,0.6646,0.7377,coffee
1.7732,-0.5265,-0.4572,0.3876,-0.5821,-0.3843,0.9685,coffee
1.5294,-0.4658,-0.3782,0.2043,-0.6251,-0.1529,0.7579,coffee
1.3668,-0.6175,-0.2992,0.2679,-0.4252,0.5676,0.717,coffee
1.5294,-0.6781,-0.3387,-0.483,-0.8313,0.3835,0.9037,coffee
1.3126,-1.1329,-0.3584,-0.4128,-0.2713,-0.0991,1.5053,coffee
1.421,-0.4052,-0.3584,0.3344,-0.7316,-0.1566,0.6919,coffee
1.8274,-0.6781,-0.2794,0.3816,-0.3864,-0.4468,1.4187,coffee
1.5023,-0.9813,-0.2597,0.0022,-0.6487,1.2395,1.5486,coffee
1.7732,-0.4658,-0.2794,-0.459,-0.963,-0.5797,1.4561,coffee
1.2585,-0.5568,-0.4374,-0.1386,-0.797,-0.1743,1.1428,coffee
1.5294,-0.5871,-0.3189,0.2288,-0.2277,0.4014,1.3524,coffee
1.3126,-1.1633,-0.4177,0.3557,-0.6669,-0.4944,0.4452,coffee
1.8274,-0.6175,-0.3584,-0.2932,-0.1912,-0.1381,1.2714,coffee
1.8003,-0.6478,-0.2794,0.1296,-0.8695,0.3739,0.4315,coffee
1.4481,-1.0723,-0.3584,-0.3977,-0.498,0.4011,0.682,coffee
